title,budget,revenue,popularity,genres,release_date,tconst,year,averageRating,numVotes,profit,ROI,year_tmdb,decade,success_category
Laws of Attraction,28000000,30016165,6.201404,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",2004-04-04,tt0323033,2004,5.9,25902,2016165,1.0720058928571428,2004,2000,Medium
Repo Men,32000000,18409891,25.799697,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2010-03-18,tt1053424,2010,6.3,114063,-13590109,0.57530909375,2010,2010,Low
Dragon Wars: D-War,70000000,53587404,4.822033,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2007-02-08,tt0372873,2007,3.5,25940,-16412596,0.7655343428571428,2007,2000,Low
The Incredible Burt Wonderstone,30000000,27437881,26.9385,"[{""id"": 35, ""name"": ""Comedy""}]",2013-03-14,tt0790628,2013,5.9,78222,-2562119,0.9145960333333333,2013,2010,Low
Cats Don't Dance,32000000,3566637,4.098444,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",1997-03-26,tt0118829,1997,6.9,9260,-28433363,0.11145740625,1997,1990,Low
The Good German,32000000,5914908,5.347936,"[{""id"": 10752, ""name"": ""War""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",2006-12-08,tt0452624,2006,6.0,26981,-26085092,0.184840875,2006,2000,Low
Apocalypse Now,31500000,89460381,49.973462,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",1979-08-15,tt0078788,1979,8.4,768697,57960381,2.8400120952380954,1979,1970,Medium
Going the Distance,32000000,42045846,13.611544,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010-09-01,tt0079220,1979,6.9,48,10045846,1.3139326875,2010,2010,Medium
Going the Distance,32000000,42045846,13.611544,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010-09-01,tt0360607,2000,4.7,17,10045846,1.3139326875,2010,2010,Medium
Going the Distance,32000000,42045846,13.611544,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010-09-01,tt0388285,2004,5.6,4310,10045846,1.3139326875,2010,2010,Medium
Going the Distance,32000000,42045846,13.611544,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010-09-01,tt1322312,2010,6.3,61223,10045846,1.3139326875,2010,2010,Medium
Going the Distance,32000000,42045846,13.611544,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010-09-01,tt6135412,2016,4.7,25,10045846,1.3139326875,2010,2010,Medium
Criminal,31500000,14708696,27.891012,"[{""id"": 28, ""name"": ""Action""}]",2016-04-14,tt0109502,1994,5.4,51,-16791304,0.46694273015873017,2016,2010,Low
Criminal,31500000,14708696,27.891012,"[{""id"": 28, ""name"": ""Action""}]",2016-04-14,tt0112738,1994,5.8,622,-16791304,0.46694273015873017,2016,2010,Low
Criminal,31500000,14708696,27.891012,"[{""id"": 28, ""name"": ""Action""}]",2016-04-14,tt0362526,2004,6.4,11438,-16791304,0.46694273015873017,2016,2010,Low
Criminal,31500000,14708696,27.891012,"[{""id"": 28, ""name"": ""Action""}]",2016-04-14,tt0374065,1958,6.3,31,-16791304,0.46694273015873017,2016,2010,Low
Criminal,31500000,14708696,27.891012,"[{""id"": 28, ""name"": ""Action""}]",2016-04-14,tt14618000,2005,9.1,15,-16791304,0.46694273015873017,2016,2010,Low
Criminal,31500000,14708696,27.891012,"[{""id"": 28, ""name"": ""Action""}]",2016-04-14,tt2093091,2011,8.1,14,-16791304,0.46694273015873017,2016,2010,Low
Criminal,31500000,14708696,27.891012,"[{""id"": 28, ""name"": ""Action""}]",2016-04-14,tt22016166,2022,5.0,125,-16791304,0.46694273015873017,2016,2010,Low
Criminal,31500000,14708696,27.891012,"[{""id"": 28, ""name"": ""Action""}]",2016-04-14,tt3014866,2016,6.3,74832,-16791304,0.46694273015873017,2016,2010,Low
Criminal,31500000,14708696,27.891012,"[{""id"": 28, ""name"": ""Action""}]",2016-04-14,tt32632187,2024,6.1,22,-16791304,0.46694273015873017,2016,2010,Low
Out of Africa,31000000,128499205,13.864975,"[{""id"": 18, ""name"": ""Drama""}]",1985-12-20,tt0089755,1985,7.2,92796,97499205,4.14513564516129,1985,1980,Medium
Flight,31000000,161772375,42.213765,"[{""id"": 18, ""name"": ""Drama""}]",2012-11-02,tt0019884,1929,6.0,451,130772375,5.21846370967742,2012,2010,High
Flight,31000000,161772375,42.213765,"[{""id"": 18, ""name"": ""Drama""}]",2012-11-02,tt14071150,2021,5.4,1481,130772375,5.21846370967742,2012,2010,High
Flight,31000000,161772375,42.213765,"[{""id"": 18, ""name"": ""Drama""}]",2012-11-02,tt1907668,2012,7.3,396621,130772375,5.21846370967742,2012,2010,High
Flight,31000000,161772375,42.213765,"[{""id"": 18, ""name"": ""Drama""}]",2012-11-02,tt19849810,2022,6.5,8,130772375,5.21846370967742,2012,2010,High
Moonraker,34000000,210308099,29.887404,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1979-06-26,tt0079574,1979,6.3,117306,176308099,6.1855323235294115,1979,1970,High
The Grand Budapest Hotel,30000000,174600318,74.417456,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2014-02-26,tt2278388,2014,8.1,967752,144600318,5.8200106,2014,2010,High
Hearts in Atlantis,31000000,24185781,7.06762,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2001-09-07,tt0252501,2001,6.9,43328,-6814219,0.7801864838709678,2001,2000,Low
Arachnophobia,31000000,53208180,15.895661,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",1990-08-09,tt0099052,1990,6.5,80552,22208180,1.7163929032258065,1990,1990,Medium
Frequency,31000000,68106245,19.258041,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2000-04-28,tt0186151,2000,7.4,123241,37106245,2.1969756451612903,2000,2000,Medium
Frequency,31000000,68106245,19.258041,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2000-04-28,tt2353965,2012,5.9,25,37106245,2.1969756451612903,2000,2000,Medium
Frequency,31000000,68106245,19.258041,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2000-04-28,tt3971092,2014,6.3,40,37106245,2.1969756451612903,2000,2000,Medium
Vacation,31000000,104384188,47.753598,"[{""id"": 35, ""name"": ""Comedy""}]",2015-07-28,tt0065161,1971,5.4,383,73384188,3.367231870967742,2015,2010,Medium
Vacation,31000000,104384188,47.753598,"[{""id"": 35, ""name"": ""Comedy""}]",2015-07-28,tt0844449,2007,6.1,379,73384188,3.367231870967742,2015,2010,Medium
Vacation,31000000,104384188,47.753598,"[{""id"": 35, ""name"": ""Comedy""}]",2015-07-28,tt1244858,2008,7.1,182,73384188,3.367231870967742,2015,2010,Medium
Vacation,31000000,104384188,47.753598,"[{""id"": 35, ""name"": ""Comedy""}]",2015-07-28,tt1524930,2015,6.2,132111,73384188,3.367231870967742,2015,2010,Medium
Get Shorty,30250000,115101622,15.585138,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1995-10-20,tt0113161,1995,6.9,97103,84851622,3.805012297520661,1995,1990,Medium
Chicago,45000000,306776732,32.217425,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2002-12-26,tt0017750,1927,7.3,646,261776732,6.817260711111111,2002,2000,High
Chicago,45000000,306776732,32.217425,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2002-12-26,tt0299658,2002,7.2,256156,261776732,6.817260711111111,2002,2000,High
Chicago,45000000,306776732,32.217425,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2002-12-26,tt9574324,2019,7.5,50,261776732,6.817260711111111,2002,2000,High
Big Daddy,34200000,234801895,34.86859,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1999-06-25,tt0058968,1969,5.7,55,200601895,6.865552485380117,1999,1990,High
Big Daddy,34200000,234801895,34.86859,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1999-06-25,tt0142342,1999,6.5,251296,200601895,6.865552485380117,1999,1990,High
Big Daddy,34200000,234801895,34.86859,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1999-06-25,tt6673682,2017,6.3,15,200601895,6.865552485380117,1999,1990,High
American Pie 2,30000000,287553595,36.432598,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2001-08-10,tt0252866,2001,6.5,286461,257553595,9.585119833333334,2001,2000,High
Toy Story,30000000,373554033,73.640445,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1995-10-30,tt0114709,1995,8.3,1170558,343554033,12.4518011,1995,1990,High
Speed,30000000,350448145,49.526736,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",1994-06-09,tt0028291,1936,5.7,704,320448145,11.681604833333333,1994,1990,High
Speed,30000000,350448145,49.526736,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",1994-06-09,tt0053019,1959,6.1,515,320448145,11.681604833333333,1994,1990,High
Speed,30000000,350448145,49.526736,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",1994-06-09,tt0111257,1994,7.3,422377,320448145,11.681604833333333,1994,1990,High
Speed,30000000,350448145,49.526736,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",1994-06-09,tt0816657,2007,3.1,617,320448145,11.681604833333333,1994,1990,High
Speed,30000000,350448145,49.526736,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",1994-06-09,tt4036590,2015,5.0,14,320448145,11.681604833333333,1994,1990,High
Speed,30000000,350448145,49.526736,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",1994-06-09,tt7825602,1997,5.5,33,320448145,11.681604833333333,1994,1990,High
The Vow,30000000,196114570,26.780961,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2012-02-05,tt0038673,1946,5.0,130,166114570,6.537152333333333,2012,2010,High
The Vow,30000000,196114570,26.780961,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2012-02-05,tt0129430,1937,7.1,12,166114570,6.537152333333333,2012,2010,High
The Vow,30000000,196114570,26.780961,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2012-02-05,tt1606389,2012,6.8,213620,166114570,6.537152333333333,2012,2010,High
Extraordinary Measures,31000000,15134293,6.487344,"[{""id"": 18, ""name"": ""Drama""}]",2010-01-21,tt1244659,2010,6.4,18558,-15865707,0.488203,2010,2010,Low
Remember the Titans,30000000,136706683,25.996219,"[{""id"": 18, ""name"": ""Drama""}]",2000-09-29,tt0210945,2000,7.8,249227,106706683,4.556889433333334,2000,2000,High
The Hunt for Red October,30000000,199200000,46.212155,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1990-03-02,tt0099810,1990,7.5,230415,169200000,6.64,1990,1990,High
The Butler,25000000,115922175,32.105328,"[{""id"": 18, ""name"": ""Drama""}]",2013-08-16,tt1327773,2013,7.2,123668,90922175,4.636887,2013,2010,Medium
The Butler,25000000,115922175,32.105328,"[{""id"": 18, ""name"": ""Drama""}]",2013-08-16,tt5072816,2017,7.5,470,90922175,4.636887,2013,2010,Medium
The Butler,25000000,115922175,32.105328,"[{""id"": 18, ""name"": ""Drama""}]",2013-08-16,tt6712374,2018,6.2,1034,90922175,4.636887,2013,2010,Medium
The Addams Family,30000000,191502426,37.179547,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",1991-11-22,tt0101272,1991,7.0,200809,161502426,6.3834142,1991,1990,High
The Addams Family,30000000,191502426,37.179547,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",1991-11-22,tt1620981,2019,5.9,49447,161502426,6.3834142,1991,1990,High
Ace Ventura: When Nature Calls,30000000,212385533,34.391792,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",1995-11-10,tt0112281,1995,6.4,248809,182385533,7.079517766666667,1995,1990,High
The Princess Diaries,37000000,165335153,40.176265,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",2001-08-03,tt0247638,2001,6.4,181377,128335153,4.468517648648649,2001,2000,High
The First Wives Club,26000000,116400000,10.704596,"[{""id"": 35, ""name"": ""Comedy""}]",1996-09-20,tt0116313,1996,6.5,60024,90400000,4.476923076923077,1996,1990,Medium
District 9,30000000,210819611,63.13678,"[{""id"": 878, ""name"": ""Science Fiction""}]",2009-08-05,tt1136608,2009,7.9,751459,180819611,7.027320366666666,2009,2000,High
The SpongeBob SquarePants Movie,30000000,140161792,27.870755,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2004-11-14,tt0345950,2004,7.2,112268,110161792,4.672059733333334,2004,2000,High
Mystic River,25000000,156822020,31.242999,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2003-10-07,tt0327056,2003,7.9,521653,131822020,6.2728808,2003,2000,High
Million Dollar Baby,30000000,216763646,70.456012,"[{""id"": 18, ""name"": ""Drama""}]",2004-12-15,tt0025504,1934,6.6,27,186763646,7.2254548666666665,2004,2000,High
Million Dollar Baby,30000000,216763646,70.456012,"[{""id"": 18, ""name"": ""Drama""}]",2004-12-15,tt0033910,1941,6.4,587,186763646,7.2254548666666665,2004,2000,High
Million Dollar Baby,30000000,216763646,70.456012,"[{""id"": 18, ""name"": ""Drama""}]",2004-12-15,tt0405159,2004,8.1,764712,186763646,7.2254548666666665,2004,2000,High
Analyze This,80000000,176885658,29.415229,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1999-03-05,tt0122933,1999,6.7,169184,96885658,2.211070725,1999,1990,Medium
The Notebook,29000000,115603229,55.109138,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2004-06-25,tt0332280,2004,7.8,686479,86603229,3.98631824137931,2004,2000,Medium
The Notebook,29000000,115603229,55.109138,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2004-06-25,tt2324384,2013,7.0,3361,86603229,3.98631824137931,2004,2000,Medium
27 Dresses,30000000,160259319,30.695228,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2008-01-10,tt0988595,2008,6.1,189086,130259319,5.3419773,2008,2000,High
Hannah Montana: The Movie,35000000,155545279,13.788422,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",2009-04-10,tt1114677,2009,4.8,49037,120545279,4.444150828571429,2009,2000,High
The Prince of Tides,30000000,74787599,3.845231,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1991-12-25,tt0102713,1991,6.8,21339,44787599,2.492919966666667,1991,1990,Medium
Legends of the Fall,30000000,160638883,26.952727,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",1994-12-16,tt0110322,1994,7.5,199210,130638883,5.354629433333334,1994,1990,High
Up in the Air,25000000,163670000,33.704181,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2009-09-05,tt0033214,1940,5.7,426,138670000,6.5468,2009,2000,High
Up in the Air,25000000,163670000,33.704181,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2009-09-05,tt0065159,1971,6.1,16,138670000,6.5468,2009,2000,High
Up in the Air,25000000,163670000,33.704181,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2009-09-05,tt0197993,1984,4.4,16,138670000,6.5468,2009,2000,High
Up in the Air,25000000,163670000,33.704181,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2009-09-05,tt1193138,2009,7.4,360425,138670000,6.5468,2009,2000,High
About Schmidt,30000000,105834556,19.925026,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2002-12-13,tt0257360,2002,7.2,138018,75834556,3.5278185333333334,2002,2000,Medium
Warm Bodies,35000000,116980662,43.742241,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2013-01-31,tt1588173,2013,6.8,254958,81980662,3.3423046285714286,2013,2010,Medium
Looper,30000000,47042000,46.377628,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2012-09-26,tt1276104,2012,7.4,627699,17042000,1.5680666666666667,2012,2010,Medium
Babe,30000000,254134910,34.36645,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1995-07-18,tt0083606,1981,6.1,215,224134910,8.471163666666667,1995,1990,High
Babe,30000000,254134910,34.36645,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1995-07-18,tt0112431,1995,6.9,141945,224134910,8.471163666666667,1995,1990,High
Hope Springs,30000000,114281051,12.967137,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2012-08-07,tt0314431,2003,5.4,8400,84281051,3.8093683666666665,2012,2010,Medium
Hope Springs,30000000,114281051,12.967137,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2012-08-07,tt1535438,2012,6.3,45902,84281051,3.8093683666666665,2012,2010,Medium
Forgetting Sarah Marshall,30000000,105173115,50.670253,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2008-04-17,tt0800039,2008,7.1,319452,75173115,3.5057705,2008,2000,Medium
Four Brothers,45000000,92374674,24.694551,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2005-08-11,tt0430105,2005,6.8,168403,47374674,2.0527705333333333,2005,2000,Medium
Baby Mama,30000000,63833449,11.409124,"[{""id"": 35, ""name"": ""Comedy""}]",2008-04-23,tt0871426,2008,6.0,49470,33833449,2.1277816333333335,2008,2000,Medium
Bride Wars,30000000,114663461,33.385429,"[{""id"": 35, ""name"": ""Comedy""}]",2009-01-09,tt0901476,2009,5.5,123486,84663461,3.8221153666666665,2009,2000,Medium
Bride Wars,30000000,114663461,33.385429,"[{""id"": 35, ""name"": ""Comedy""}]",2009-01-09,tt3833460,2015,4.3,300,84663461,3.8221153666666665,2009,2000,Medium
Without a Paddle,19000000,69631118,8.584398,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2004-08-20,tt0364751,2004,5.9,54138,50631118,3.6647956842105263,2004,2000,Medium
13 Going on 30,37000000,96455697,41.569541,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",2004-04-13,tt0337563,2004,6.3,246663,59455697,2.6069107297297296,2004,2000,Medium
Midnight in Paris,30000000,151119219,43.753585,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2011-05-11,tt0035075,1942,6.4,223,121119219,5.0373073,2011,2010,High
Midnight in Paris,30000000,151119219,43.753585,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2011-05-11,tt10340148,2019,8.0,18,121119219,5.0373073,2011,2010,High
Midnight in Paris,30000000,151119219,43.753585,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2011-05-11,tt1605783,2011,7.6,470572,121119219,5.0373073,2011,2010,High
Blow,53000000,83282296,28.350529,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2001-04-04,tt0221027,2001,7.5,287116,30282296,1.5713640754716982,2001,2000,Medium
Message in a Bottle,80000000,118880016,10.81051,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",1999-02-22,tt0139462,1999,6.3,42412,38880016,1.4860002,1999,1990,Medium
Message in a Bottle,80000000,118880016,10.81051,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",1999-02-22,tt4650752,2017,8.7,44,38880016,1.4860002,1999,1990,Medium
Star Trek V: The Final Frontier,30000000,70200000,19.578249,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1989-06-09,tt0098382,1989,5.5,67844,40200000,2.34,1989,1980,Medium
A View to a Kill,30000000,152427960,27.230493,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1985-05-24,tt0090264,1985,6.3,112552,122427960,5.080932,1985,1980,High
P.S. I Love You,30000000,156835339,29.489274,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2007-11-15,tt0345755,1981,7.4,54,126835339,5.2278446333333335,2007,2000,High
P.S. I Love You,30000000,156835339,29.489274,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2007-11-15,tt0431308,2007,7.0,225481,126835339,5.2278446333333335,2007,2000,High
P.S. I Love You,30000000,156835339,29.489274,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2007-11-15,tt1024862,2001,5.7,38,126835339,5.2278446333333335,2007,2000,High
Racing Stripes,30000000,93772522,8.058109,"[{""id"": 35, ""name"": ""Comedy""}]",2005-01-06,tt0376105,2005,5.2,19220,63772522,3.125750733333333,2005,2000,Medium
Atonement,30000000,129266061,33.369305,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2007-08-29,tt0009891,1919,8.2,15,99266061,4.3088687,2007,2000,Medium
Atonement,30000000,129266061,33.369305,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2007-08-29,tt0257585,1965,2.8,21,99266061,4.3088687,2007,2000,Medium
Atonement,30000000,129266061,33.369305,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2007-08-29,tt0783233,2007,7.8,328019,99266061,4.3088687,2007,2000,Medium
Atonement,30000000,129266061,33.369305,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2007-08-29,tt21966532,2019,6.4,10,99266061,4.3088687,2007,2000,Medium
Atonement,30000000,129266061,33.369305,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2007-08-29,tt9314852,2025,5.4,94,99266061,4.3088687,2007,2000,Medium
Black Rain,30000000,45892212,11.19602,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1989-09-22,tt0096933,1989,6.6,64404,15892212,1.5297404,1989,1980,Medium
Black Rain,30000000,45892212,11.19602,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1989-09-22,tt0097694,1989,7.8,4360,15892212,1.5297404,1989,1980,Medium
The Three Stooges,30000000,54819301,14.585968,"[{""id"": 35, ""name"": ""Comedy""}]",2012-04-13,tt0383010,2012,5.2,34637,24819301,1.8273100333333334,2012,2010,Medium
The Three Stooges,30000000,54819301,14.585968,"[{""id"": 35, ""name"": ""Comedy""}]",2012-04-13,tt5108902,2015,8.7,12,24819301,1.8273100333333334,2012,2010,Medium
